"DEU.Benennung";"DEU.Synonym.Benennung(1_1)";"DEU.Synonym.Benennung(1_2)";"DEU.Synonym.Benennung(1_3)";"DEU.Synonym.Benennung(1_4)";"DEU.Synonym.Benennung(1_5)";"DEU.Synonym.Benennung(1_6)";"DEU.Synonym.Benennung(1_7)";"DEU.Synonym.Benennung(1_8)";"DEU.Synonym.Benennung(1_9)";"DEU.Synonym.Benennung(1_10)";"DEU.Synonym.Benennung(1_11)";"DEU.Synonym.Benennung(1_12)";"DEU.Synonym.Benennung(1_13)";"DEU.Synonym.Benennung(1_14)";"DEU.Nicht zugelassene Benennung.Benennung(1_1)";"DEU.Nicht zugelassene Benennung.Benennung(1_2)";"DEU.Nicht zugelassene Benennung.Benennung(1_3)";"DEU.Nicht zugelassene Benennung.Benennung(1_4)";"DEU.Nicht zugelassene Benennung.Benennung(1_5)";"DEU.Nicht zugelassene Benennung.Benennung(1_6)"
"BEST! - Beitrag eines europäischen Spezialisten-Teams zur Verbesserung eines Lagerhauses in Rybnik, Polen";
"Blue Ocean Strategy - Spezialverkehre in neuen Märkten";
"Fußball kann mehr… – ein Sozialprojekt für Kinder und Jugendliche";
"Italien für Bosnien - Benefizaufführung eines Musicals";
"Komm mit uns auf die Reise - Kulturwandel bei DB Arriva";
"Lunch.Lesen.Laufen – ein Standort wächst zusammen";
"Torch - Ein Online-Tool für Ressourcenmonitoring und -schonung";
"vereinigter Infrastrukturbetreiber";"Vereinigter Infrastrukturbetreiber";
"1. Klasse";
"100%-iges Tochterunternehmen";
"175 Jahre Eisenbahn in Deutschland";
"2. Klasse";
"20 ct/Anruf aus dem Festnetz, Tarif bei Mobilfunk max. 60 ct/Anruf";"20 ct";"20 ct./Anruf aus dem Festnetz, Tarif bei Mobilfunk max. 60 ct./Anruf";"20 ct./Anruf aus dem Festnetz, Mobilfunk max. 60 ct./Anruf";"20 ct/Anruf aus dem Festnetz, Mobilfunk max. 60 ct.Anruf";
"2-Tage-Karte";"2-Tageskarte";
"3-S-Zentrale";"3S-Zentrale";
"3-Tage-Karte";"3-Tageskarte";
"9-Uhr-Gruppenkarte";
"9-Uhr-Tageskarte";
"Arbeitsanweisung für die Instandhaltung";"AA für die Instandhaltung";"AfI";
"Aachen";
"ab";
"ab heute";
"ab morgen";
"ab sofort";
"Ab Werk";
"Abbaurecht";
"ABB-CIM";"Allgemeine Beförderungsbedingungen für den internationalen Eisenbahngüterverkehr";
"Abberufung";
